Relation ID ; Absolute ; Relative ; Quadratic ; SquaredQError ; SquaredRelative ; Estimate ; Truth ; Tuples 
336177 ; 0.00100841 ; 0.04042318 ; 0.00000102 ; 0.00157034 ; 0.00163403 ; 2.595464e-02 ; 2.494624e-02 ; 4650
336177 ; 0.00069855 ; 0.64964999 ; 0.00000049 ; 1.10002883 ; 0.42204511 ; 3.767204e-04 ; 1.075269e-03 ; 4650
336177 ; 0.00172302 ; 2.67067781 ; 0.00000297 ; 1.69097861 ; 7.13251997 ; 2.368179e-03 ; 6.451613e-04 ; 4650
336177 ; 0.00019887 ; 0.46237530 ; 0.00000004 ; 0.38513759 ; 0.21379092 ; 2.312364e-04 ; 4.301075e-04 ; 4650
336177 ; 0.00171410 ; 0.19440441 ; 0.00000294 ; 0.04673094 ; 0.03779307 ; 7.103101e-03 ; 8.817204e-03 ; 4650
336177 ; 0.00009720 ; 0.11299534 ; 0.00000001 ; 0.01146075 ; 0.01276795 ; 9.574154e-04 ; 8.602151e-04 ; 4650
336177 ; 0.04873695 ; 0.54477604 ; 0.00237529 ; 0.61931510 ; 0.29678093 ; 4.072541e-02 ; 8.946237e-02 ; 4650
336177 ; 0.03948898 ; 0.54977166 ; 0.00155938 ; 0.63680464 ; 0.30224888 ; 3.233898e-02 ; 7.182796e-02 ; 4650
336177 ; 0.00962141 ; 0.68830081 ; 0.00009257 ; 1.35889542 ; 0.47375801 ; 4.357085e-03 ; 1.397849e-02 ; 4650
336177 ; 0.00717087 ; 0.42208270 ; 0.00005142 ; 0.30065976 ; 0.17815381 ; 9.818380e-03 ; 1.698925e-02 ; 4650
336177 ; 0.05570244 ; 0.99239972 ; 0.00310276 ; 23.81021158 ; 0.98485721 ; 4.265960e-04 ; 5.612903e-02 ; 4650
336177 ; 0.01294301 ; 0.60792948 ; 0.00016752 ; 0.87668307 ; 0.36957825 ; 8.347308e-03 ; 2.129032e-02 ; 4650
336177 ; 0.04387241 ; 0.77569094 ; 0.00192479 ; 2.23421912 ; 0.60169644 ; 1.268673e-02 ; 5.655914e-02 ; 4650
336177 ; 0.11410535 ; 0.58435009 ; 0.01302003 ; 0.77072938 ; 0.34146503 ; 8.116347e-02 ; 1.952688e-01 ; 4650
336177 ; 0.07890990 ; 0.67450561 ; 0.00622677 ; 1.25980431 ; 0.45495782 ; 3.807934e-02 ; 1.169892e-01 ; 4650
336177 ; 0.00053803 ; 5380349.66180932 ; 0.00000029 ; 240.19619039 ; 28948162483331.67968750 ; 5.380350e-04 ; 0.000000e+00 ; 4650
336177 ; 0.06368466 ; 0.49770363 ; 0.00405574 ; 0.47412169 ; 0.24770890 ; 6.427233e-02 ; 1.279570e-01 ; 4650
336177 ; 0.06056251 ; 0.57007221 ; 0.00366782 ; 0.71256900 ; 0.32498233 ; 4.567405e-02 ; 1.062366e-01 ; 4650
336177 ; 0.00508766 ; 0.50335355 ; 0.00002588 ; 0.48982765 ; 0.25336480 ; 5.019867e-03 ; 1.010753e-02 ; 4650
336177 ; 0.00000000 ; 0.00000000 ; 0.00000000 ; 0.00000000 ; 0.00000000 ; 0.000000e+00 ; 0.000000e+00 ; 4650
336177 ; 0.00189656 ; 0.58793443 ; 0.00000360 ; 0.78601130 ; 0.34566689 ; 1.329244e-03 ; 3.225806e-03 ; 4650
